"Division";"Region_Name";"Branch_Name";"Agent_Name";"Branch_ID";"ID";"Length_Service_Category";"unqid"
"UK Insurance";"South East";"City";"Mr B Harris";10.0;333.0;"3";2342.0
"UK Insurance";"South East";"City";"Mr G Roddick";10.0;84.0;"5+";2343.0
"UK Insurance";"South East";"City";"Mr J Howe";10.0;29.0;"5+";2345.0
"UK Insurance";"South East";"City";"Mr L Lee";10.0;332.0;"5+";2347.0
"UK Insurance";"South East";"City";"Mr L Lee";10.0;332.0;"5+";2348.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"2";2351.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"2";2352.0
"UK Insurance";"South East";"City";"Mr O Hewlett";10.0;5.0;"5+";2353.0
"UK Insurance";"South East";"City";"Mr O Hewlett";10.0;5.0;"5+";2354.0
"UK Insurance";"South East";"City";"Mrs E Jones";10.0;493.0;"5+";2356.0
"UK Insurance";"South East";"City";"Mrs J Garrett";10.0;89.0;"5+";2358.0
"UK Insurance";"South East";"City";"Mrs J Garrett";10.0;89.0;"5+";2359.0
"UK Insurance";"South East";"City";"Mrs L Rawes";10.0;340.0;"2";2360.0
"UK Insurance";"South East";"Croydon";"Miss E Pimblett";7.0;113.0;"2";2361.0
"UK Insurance";"South East";"Croydon";"Miss L Darbyshire";7.0;185.0;"2";2362.0
"UK Insurance";"South East";"Croydon";"Mr D Carimando";7.0;494.0;"0";2363.0
"UK Insurance";"South East";"Croydon";"Mr D Felix";7.0;387.0;"3";2364.0
"UK Insurance";"South East";"Croydon";"Mr D Felix";7.0;387.0;"3";2365.0
"UK Insurance";"South East";"Croydon";"Mr F Pope";7.0;128.0;"5+";2366.0
"UK Insurance";"South East";"Croydon";"Mr F Pope";7.0;128.0;"5+";2367.0
"UK Insurance";"South East";"Croydon";"Mr J Bell";7.0;100.0;"0";2369.0
"UK Insurance";"South East";"Croydon";"Mr R Garrett";7.0;367.0;"5+";2371.0
"UK Insurance";"South East";"Croydon";"Mr R Garrett";7.0;367.0;"5+";2372.0
"UK Insurance";"South East";"Croydon";"Mr R Garrett";7.0;367.0;"5+";2373.0
"UK Insurance";"South East";"Croydon";"Mrs J Johns";7.0;201.0;"2";2374.0
"UK Insurance";"South East";"Croydon";"Mrs J Johns";7.0;201.0;"2";2375.0
"UK Insurance";"South East";"Croydon";"Mrs M Wakelin";7.0;182.0;"5+";2376.0
"UK Insurance";"South East";"Croydon";"Mrs M Wakelin";7.0;182.0;"5+";2377.0
"UK Insurance";"South East";"Croydon";"Mrs M Wakelin";7.0;182.0;"5+";2378.0
"UK Insurance";"South East";"Croydon";"Mrs N Valder";7.0;470.0;"5+";2380.0
"UK Insurance";"South East";"Croydon";"Mrs O White";7.0;136.0;"4";2381.0
"UK Insurance";"South East";"Croydon";"Mrs O White";7.0;136.0;"4";2382.0
"UK Insurance";"South East";"Croydon";"Mrs O White";7.0;136.0;"4";2383.0
"UK Insurance";"South East";"Croydon";"Mrs O White";7.0;136.0;"4";2384.0
"UK Insurance";"South East";"Croydon";"Mrs Q Coleman";7.0;92.0;"5+";2386.0
"UK Insurance";"South East";"Croydon";"Mrs Q Coleman";7.0;92.0;"5+";2387.0
"UK Insurance";"South East";"Eastbourne";"Miss N Duffy";5.0;102.0;"5+";2388.0
"UK Insurance";"South East";"Eastbourne";"Miss N Duffy";5.0;102.0;"5+";2389.0
"UK Insurance";"South East";"Eastbourne";"Mr B Horn";5.0;465.0;"0";2391.0
"UK Insurance";"South East";"Eastbourne";"Mr B Horn";5.0;465.0;"0";2392.0
"UK Insurance";"South East";"Eastbourne";"Mr B Horn";5.0;465.0;"0";2393.0
"UK Insurance";"South East";"Eastbourne";"Mr I Geppert";5.0;215.0;"3";2394.0
"UK Insurance";"South East";"Eastbourne";"Mr M Reynolds";5.0;51.0;"0";2396.0
"UK Insurance";"South East";"Eastbourne";"Mr M Reynolds";5.0;51.0;"0";2397.0
"UK Insurance";"South East";"Eastbourne";"Mrs B Rance";5.0;50.0;"3";2398.0
"UK Insurance";"South East";"Eastbourne";"Mrs B Rance";5.0;50.0;"3";2399.0
"UK Insurance";"South East";"Eastbourne";"Mrs C Mistry";5.0;270.0;"4";2400.0
"UK Insurance";"South East";"Eastbourne";"Mrs E Gain";5.0;243.0;"1";2401.0
"UK Insurance";"South East";"Eastbourne";"Mrs E Hanks";5.0;495.0;"0";2403.0
"UK Insurance";"South East";"Eastbourne";"Mrs E Hanks";5.0;495.0;"0";2404.0
"UK Insurance";"South East";"Eastbourne";"Mrs H Parkin";5.0;27.0;"0";2405.0
"UK Insurance";"South East";"Eastbourne";"Mrs I Howe";5.0;418.0;"5+";2406.0
"UK Insurance";"South East";"Eastbourne";"Mrs I Howe";5.0;418.0;"5+";2407.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";2410.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";2411.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";2412.0
"UK Insurance";"South East";"Maidstone";"Miss C Lee";15.0;439.0;"5+";2413.0
"UK Insurance";"South East";"Maidstone";"Mr G Fitzpatrick";15.0;291.0;"2";2414.0
"UK Insurance";"South East";"Maidstone";"Mr G Fitzpatrick";15.0;291.0;"2";2415.0
"UK Insurance";"South East";"Maidstone";"Mr G Fitzpatrick";15.0;291.0;"2";2416.0
"UK Insurance";"South East";"Maidstone";"Mr G Thompson";15.0;232.0;"1";2417.0
"UK Insurance";"South East";"Maidstone";"Mr N Goodall";15.0;303.0;"5+";2418.0
"UK Insurance";"South East";"Maidstone";"Mr R Peace";15.0;474.0;"1";2419.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";2421.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";2422.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";2423.0
"UK Insurance";"South East";"Maidstone";"Mr S Bond";15.0;309.0;"4";2424.0
"UK Insurance";"South East";"Maidstone";"Mr T Opperman";15.0;155.0;"5+";2426.0
"UK Insurance";"South East";"Maidstone";"Mrs C Darbyshire";15.0;24.0;"4";2427.0
"UK Insurance";"South East";"Maidstone";"Mrs C Smith";15.0;83.0;"5+";2428.0
"UK Insurance";"South East";"Maidstone";"Mrs E Ludlow";15.0;310.0;"5+";2430.0
"UK Insurance";"South East";"Maidstone";"Mrs J Weaver";15.0;130.0;"3";2432.0
"UK Insurance";"South East";"Maidstone";"Mrs J Weaver";15.0;130.0;"3";2433.0
"UK Insurance";"South East";"Marlow";"Mr E Brown";2.0;399.0;"0";2435.0
"UK Insurance";"South East";"Marlow";"Mr J Darbyshire";2.0;429.0;"3";2436.0
"UK Insurance";"South East";"Marlow";"Mr J Darbyshire";2.0;429.0;"3";2437.0
"UK Insurance";"South East";"Marlow";"Mr J Davies";2.0;149.0;"2";2438.0
"UK Insurance";"South East";"Marlow";"Mr J Davies";2.0;149.0;"2";2439.0
"UK Insurance";"South East";"Marlow";"Mr L Pimblett";2.0;40.0;"3";2440.0
"UK Insurance";"South East";"Marlow";"Mr L Pimblett";2.0;40.0;"3";2441.0
"UK Insurance";"South East";"Marlow";"Mr L Pimblett";2.0;40.0;"3";2442.0
"UK Insurance";"South East";"Marlow";"Mr O Howe";2.0;6.0;"0";2444.0
"UK Insurance";"South East";"Marlow";"Mr S Bell";2.0;395.0;"5+";2446.0
"UK Insurance";"South East";"Marlow";"Mrs D Clark";2.0;380.0;"5+";2447.0
"UK Insurance";"South East";"Marlow";"Mrs D Clark";2.0;380.0;"5+";2448.0
"UK Insurance";"South East";"Marlow";"Mrs S Mather";2.0;78.0;"5+";2451.0
"UK Insurance";"South West";"Bristol";"Mr A Davies";6.0;404.0;"5+";2453.0
"UK Insurance";"South West";"Bristol";"Mr B Ludlow";6.0;344.0;"5+";2454.0
"UK Insurance";"South West";"Bristol";"Mr B Ludlow";6.0;344.0;"5+";2455.0
"UK Insurance";"South West";"Bristol";"Mr I Dudding";6.0;64.0;"5+";2456.0
"UK Insurance";"South West";"Bristol";"Mr T Bond";6.0;63.0;"0";2458.0
"UK Insurance";"South West";"Bristol";"Mr T Jones";6.0;240.0;"5+";2459.0
"UK Insurance";"South West";"Bristol";"Mr T Jones";6.0;240.0;"5+";2460.0
"UK Insurance";"South West";"Bristol";"Mr T Jones";6.0;240.0;"5+";2461.0
"UK Insurance";"South West";"Bristol";"Mr T Jones";6.0;240.0;"5+";2462.0
"UK Insurance";"South West";"Bristol";"Mrs A Pimblett";6.0;331.0;"2";2464.0
"UK Insurance";"South West";"Bristol";"Mrs A Pimblett";6.0;331.0;"2";2465.0
"UK Insurance";"South West";"Bristol";"Mrs A Pimblett";6.0;331.0;"2";2466.0
"UK Insurance";"South West";"Bristol";"Mrs A Pimblett";6.0;331.0;"2";2467.0
"UK Insurance";"South West";"Bristol";"Mrs A Pimblett";6.0;331.0;"2";2468.0
"UK Insurance";"South West";"Exeter";"Mr I Munro";19.0;328.0;"0";2469.0
"UK Insurance";"South West";"Exeter";"Mr J Jones";19.0;13.0;"0";2471.0
"UK Insurance";"South West";"Exeter";"Mr J Jones";19.0;13.0;"0";2472.0
"UK Insurance";"South West";"Exeter";"Mr L Sandison";19.0;466.0;"0";2474.0
"UK Insurance";"South West";"Exeter";"Mr M Reading";19.0;361.0;"2";2475.0
"UK Insurance";"South West";"Exeter";"Mr M Reading";19.0;361.0;"2";2476.0
"UK Insurance";"South West";"Exeter";"Mr O North";19.0;205.0;"0";2477.0
"UK Insurance";"South West";"Exeter";"Mr T Peace";19.0;162.0;"0";2479.0
"UK Insurance";"South West";"Exeter";"Mr T Peace";19.0;162.0;"0";2480.0
"UK Insurance";"South West";"Exeter";"Mrs D Reading";19.0;370.0;"3";2481.0
"UK Insurance";"South West";"Exeter";"Mrs D Reading";19.0;370.0;"3";2482.0
"UK Insurance";"South West";"Exeter";"Mrs D Reading";19.0;370.0;"3";2483.0
"UK Insurance";"South West";"Exeter";"Mrs L McKee";19.0;284.0;"5+";2485.0
"UK Insurance";"South West";"Exeter";"Mrs T Geppert";19.0;106.0;"0";2486.0
"UK Insurance";"South West";"Plymouth";"Miss B Sedgwick";20.0;82.0;"5+";2488.0
"UK Insurance";"South West";"Plymouth";"Miss B Sedgwick";20.0;82.0;"5+";2489.0
"UK Insurance";"South West";"Plymouth";"Mr A Darbyshire";20.0;31.0;"5+";2490.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";2491.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";2492.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";2493.0
"UK Insurance";"South West";"Plymouth";"Mr B North";20.0;203.0;"5+";2494.0
"UK Insurance";"South West";"Plymouth";"Mr D Morton";20.0;216.0;"5+";2496.0
"UK Insurance";"South West";"Plymouth";"Mr D Morton";20.0;216.0;"5+";2497.0
"UK Insurance";"South West";"Plymouth";"Mr G Harper";20.0;71.0;"3";2499.0
"UK Insurance";"South West";"Plymouth";"Mr J Kirby";20.0;317.0;"5+";2501.0
"UK Insurance";"South West";"Plymouth";"Mr J Kirby";20.0;317.0;"5+";2502.0
"UK Insurance";"South West";"Plymouth";"Mr J Kirby";20.0;317.0;"5+";2503.0
"UK Insurance";"South West";"Plymouth";"Mr R James";20.0;221.0;"2";2504.0
"UK Insurance";"South West";"Plymouth";"Mr R James";20.0;221.0;"2";2505.0
"UK Insurance";"South West";"Plymouth";"Mrs B Dalton";20.0;32.0;"4";2507.0
"UK Insurance";"South West";"Plymouth";"Mrs B Dalton";20.0;32.0;"4";2508.0
"UK Insurance";"South West";"Plymouth";"Mrs B Dalton";20.0;32.0;"4";2509.0
"UK Insurance";"South West";"Plymouth";"Mrs I Staines";20.0;491.0;"5+";2511.0
"UK Insurance";"South West";"Plymouth";"Mrs I Staines";20.0;491.0;"5+";2512.0
"UK Insurance";"South West";"Plymouth";"Mrs I Staines";20.0;491.0;"5+";2513.0
"UK Insurance";"South West";"Plymouth";"Mrs N Eaton";20.0;207.0;"0";2514.0
"UK Insurance";"South West";"Plymouth";"Mrs Q Basnett";20.0;45.0;"3";2517.0
"UK Insurance";"South West";"Truro";"Mr D Murray";21.0;213.0;"4";2520.0
"UK Insurance";"South West";"Truro";"Mr D Murray";21.0;213.0;"4";2521.0
"UK Insurance";"South West";"Truro";"Mr D Murray";21.0;213.0;"4";2522.0
"UK Insurance";"South West";"Truro";"Mr F Adams";21.0;472.0;"2";2523.0
"UK Insurance";"South West";"Truro";"Mr G Powell";21.0;160.0;"5+";2525.0
"UK Insurance";"South West";"Truro";"Mr G Powell";21.0;160.0;"5+";2526.0
"UK Insurance";"South West";"Truro";"Mr G Powell";21.0;160.0;"5+";2527.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";2529.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";2530.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";2531.0
"UK Insurance";"South West";"Truro";"Mr I Clark";21.0;233.0;"5+";2532.0
"UK Insurance";"South West";"Truro";"Mr I Kirby";21.0;394.0;"0";2533.0
"UK Insurance";"South West";"Truro";"Mr L Harris";21.0;436.0;"0";2534.0
"UK Insurance";"South West";"Truro";"Mr Q Dalton";21.0;47.0;"5+";2536.0
"UK Insurance";"South West";"Truro";"Mr R Lunn";21.0;18.0;"5+";2538.0
"UK Insurance";"South West";"Truro";"Mr R Lunn";21.0;18.0;"5+";2539.0
"UK Insurance";"South West";"Truro";"Mr R Lunn";21.0;18.0;"5+";2540.0
"UK Insurance";"South West";"Truro";"Mr R Lunn";21.0;18.0;"5+";2541.0
"UK Insurance";"South West";"Truro";"Mr R Lunn";21.0;18.0;"5+";2542.0
"UK Insurance";"South West";"Truro";"Mr S Pazikas";21.0;334.0;"0";2543.0
"UK Insurance";"South West";"Truro";"Mr S Pazikas";21.0;334.0;"0";2544.0
"UK Insurance";"South West";"Truro";"Mr S Pazikas";21.0;334.0;"0";2545.0
"UK Insurance";"South West";"Truro";"Mr S Pazikas";21.0;334.0;"0";2546.0
"UK Insurance";"South West";"Truro";"Mr T Bond";21.0;374.0;"5+";2547.0
"UK Insurance";"South West";"Truro";"Mr T Hammersley";21.0;339.0;"0";2548.0
"UK Insurance";"South West";"Truro";"Mrs B Daly";21.0;39.0;"5+";2549.0
"UK Insurance";"South West";"Truro";"Mrs B Daly";21.0;39.0;"5+";2550.0
"UK Insurance";"South West";"Truro";"Mrs F Hewlett";21.0;85.0;"5+";2551.0
"UK Insurance";"South West";"Truro";"Mrs F Hewlett";21.0;85.0;"5+";2552.0
"UK Insurance";"South West";"Truro";"Mrs J Johnson";21.0;204.0;"5+";2553.0
"UK Insurance";"South West";"Truro";"Mrs K Geppert";21.0;14.0;"0";2554.0
"UK Insurance";"South West";"Truro";"Mrs K Geppert";21.0;14.0;"0";2555.0
"UK Insurance";"North";"Leeds";"Miss L Darbyshire";12.0;206.0;"0";2682.0
"UK Insurance";"North";"Leeds";"Miss L Darbyshire";12.0;206.0;"0";2683.0
"UK Insurance";"North";"Leeds";"Miss L Darbyshire";12.0;206.0;"0";2684.0
"UK Insurance";"North";"Leeds";"Mr A Fitzpatrick";12.0;385.0;"5+";2686.0
"UK Insurance";"North";"Leeds";"Mr A Fitzpatrick";12.0;385.0;"5+";2687.0
"UK Insurance";"North";"Leeds";"Mr A Fitzpatrick";12.0;385.0;"5+";2688.0
"UK Insurance";"North";"Leeds";"Mr M Pope";12.0;255.0;"3";2690.0
"UK Insurance";"North";"Leeds";"Mr M Pope";12.0;255.0;"3";2691.0
"UK Insurance";"North";"Leeds";"Mr M Pope";12.0;255.0;"3";2692.0
"UK Insurance";"North";"Leeds";"Mr N Dudding";12.0;365.0;"5+";2694.0
"UK Insurance";"North";"Leeds";"Mr Q James";12.0;460.0;"0";2695.0
"UK Insurance";"North";"Leeds";"Mr Q James";12.0;460.0;"0";2696.0
"UK Insurance";"North";"Leeds";"Mr T Daly";12.0;28.0;"0";2698.0
"UK Insurance";"North";"Leeds";"Mr T Daly";12.0;28.0;"0";2699.0
"UK Insurance";"North";"Leeds";"Mrs D Riddiford";12.0;353.0;"5+";2700.0
"UK Insurance";"North";"Leeds";"Mrs D Riddiford";12.0;353.0;"5+";2701.0
"UK Insurance";"North";"Leeds";"Mrs H Chik";12.0;79.0;"0";2702.0
"UK Insurance";"North";"Liverpool";"Mr I Lavery";14.0;229.0;"2";2705.0
"UK Insurance";"North";"Liverpool";"Mr I Lavery";14.0;229.0;"2";2706.0
"UK Insurance";"North";"Liverpool";"Mr M Arnold";14.0;196.0;"5+";2708.0
"UK Insurance";"North";"Liverpool";"Mr M Arnold";14.0;196.0;"5+";2709.0
"UK Insurance";"North";"Liverpool";"Mr M Arnold";14.0;196.0;"5+";2710.0
"UK Insurance";"North";"Liverpool";"Mr M Arnold";14.0;196.0;"5+";2711.0
"UK Insurance";"North";"Liverpool";"Mr M Carimando";14.0;209.0;"5+";2713.0
"UK Insurance";"North";"Liverpool";"Mr M Carimando";14.0;209.0;"5+";2714.0
"UK Insurance";"North";"Liverpool";"Mr M Carimando";14.0;209.0;"5+";2715.0
"UK Insurance";"North";"Liverpool";"Mr M McKee";14.0;226.0;"5+";2717.0
"UK Insurance";"North";"Liverpool";"Mr Q Basker";14.0;294.0;"4";2720.0
"UK Insurance";"North";"Liverpool";"Mr Q Basker";14.0;294.0;"4";2721.0
"UK Insurance";"North";"Liverpool";"Mr Q Basker";14.0;294.0;"4";2722.0
"UK Insurance";"North";"Liverpool";"Mr Q Basker";14.0;294.0;"4";2723.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";2725.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";2726.0
"UK Insurance";"North";"Liverpool";"Mr Q Pope";14.0;222.0;"5+";2727.0
"UK Insurance";"North";"Liverpool";"Mrs A Ford";14.0;114.0;"5+";2730.0
"UK Insurance";"North";"Liverpool";"Mrs A Ford";14.0;114.0;"5+";2731.0
"UK Insurance";"North";"Liverpool";"Mrs A Ford";14.0;114.0;"5+";2732.0
"UK Insurance";"North";"Liverpool";"Mrs B Bond";14.0;147.0;"0";2733.0
"UK Insurance";"North";"Liverpool";"Mrs N Thompson";14.0;228.0;"5+";2737.0
"UK Insurance";"North";"Liverpool";"Mrs N Villiers";14.0;311.0;"2";2739.0
"UK Insurance";"North";"Liverpool";"Mrs N Villiers";14.0;311.0;"2";2740.0
"UK Insurance";"North";"Liverpool";"Mrs N Villiers";14.0;311.0;"2";2741.0
"UK Insurance";"North";"Liverpool";"Mrs N Villiers";14.0;311.0;"2";2742.0
"UK Insurance";"North";"Liverpool";"Mrs Q Peace";14.0;249.0;"0";2744.0
"UK Insurance";"North";"Manchester";"Mr B Chik";16.0;280.0;"3";2746.0
"UK Insurance";"North";"Manchester";"Mr B Chik";16.0;280.0;"3";2747.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";2749.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";2750.0
"UK Insurance";"North";"Manchester";"Mr B White";16.0;432.0;"5+";2751.0
"UK Insurance";"North";"Manchester";"Mr H Mistry";16.0;356.0;"3";2753.0
"UK Insurance";"North";"Manchester";"Mr H Mistry";16.0;356.0;"3";2754.0
"UK Insurance";"North";"Manchester";"Mr H Mistry";16.0;356.0;"3";2755.0
"UK Insurance";"North";"Manchester";"Mr K McKee";16.0;420.0;"5+";2757.0
"UK Insurance";"North";"Manchester";"Mr M Hearmon";16.0;316.0;"2";2759.0
"UK Insurance";"North";"Manchester";"Mr O McKee";16.0;263.0;"0";2761.0
"UK Insurance";"North";"Manchester";"Mrs F Luckman";16.0;260.0;"5+";2763.0
"UK Insurance";"North";"Manchester";"Mrs F Luckman";16.0;260.0;"5+";2764.0
"UK Insurance";"North";"Manchester";"Mrs H Eaton";16.0;112.0;"5+";2766.0
"UK Insurance";"North";"Manchester";"Mrs H Eaton";16.0;112.0;"5+";2767.0
"UK Insurance";"North";"Manchester";"Mrs H Rawes";16.0;484.0;"2";2769.0
"UK Insurance";"North";"Manchester";"Mrs H Rawes";16.0;484.0;"2";2770.0
"UK Insurance";"North";"Manchester";"Mrs H Rawes";16.0;484.0;"2";2771.0
"UK Insurance";"North";"Manchester";"Mrs K Basnett";16.0;38.0;"5+";2773.0
"UK Insurance";"North";"Manchester";"Mrs M Brown";16.0;212.0;"5+";2775.0
"UK Insurance";"North";"Manchester";"Mrs M Brown";16.0;212.0;"5+";2776.0
"UK Insurance";"North";"Manchester";"Mrs M Brown";16.0;212.0;"5+";2777.0
"UK Insurance";"North";"Manchester";"Mrs T Harris";16.0;23.0;"5+";2779.0
"UK Insurance";"North";"Newcastle";"Miss K Bennett";18.0;135.0;"0";2780.0
"UK Insurance";"North";"Newcastle";"Mr D Law";18.0;251.0;"5+";2782.0
"UK Insurance";"North";"Newcastle";"Mr D Law";18.0;251.0;"5+";2783.0
"UK Insurance";"North";"Newcastle";"Mr F Carimando";18.0;95.0;"5+";2786.0
"UK Insurance";"North";"Newcastle";"Mr F Carimando";18.0;95.0;"5+";2787.0
"UK Insurance";"North";"Newcastle";"Mr F Carimando";18.0;95.0;"5+";2788.0
"UK Insurance";"North";"Newcastle";"Mr K Smyth";18.0;457.0;"5+";2790.0
"UK Insurance";"North";"Newcastle";"Mr K Smyth";18.0;457.0;"5+";2791.0
"UK Insurance";"North";"Newcastle";"Mr K Smyth";18.0;457.0;"5+";2792.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"0";2793.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"0";2794.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"0";2795.0
"UK Insurance";"North";"Newcastle";"Mr T Thorington";18.0;461.0;"0";2796.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";2798.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";2799.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";2800.0
"UK Insurance";"North";"Newcastle";"Mrs A Adams";18.0;115.0;"5+";2801.0
"UK Insurance";"North";"Newcastle";"Mrs A Sterland";18.0;406.0;"5+";2803.0
"UK Insurance";"North";"Newcastle";"Mrs A Sterland";18.0;406.0;"5+";2804.0
"UK Insurance";"North";"Newcastle";"Mrs F Bond";18.0;96.0;"5+";2806.0
"UK Insurance";"North";"Newcastle";"Mrs F Bond";18.0;96.0;"5+";2807.0
"UK Insurance";"North";"Newcastle";"Mrs F Bond";18.0;96.0;"5+";2808.0
"UK Insurance";"North";"Newcastle";"Mrs F Bond";18.0;96.0;"5+";2809.0
"UK Insurance";"North";"Newcastle";"Mrs F Bond";18.0;96.0;"5+";2810.0
"UK Insurance";"North";"Newcastle";"Mrs G Geppert";18.0;473.0;"5+";2812.0
"UK Insurance";"North";"Newcastle";"Mrs Q Murray";18.0;479.0;"4";2815.0
"UK Insurance";"North";"Newcastle";"Mrs Q Murray";18.0;479.0;"4";2816.0
"UK Insurance";"North";"Newcastle";"Mrs Q Murray";18.0;479.0;"4";2817.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";2819.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";2820.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";2821.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";2822.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";2823.0
"UK Insurance";"North";"Newcastle";"Mrs S Boardman";18.0;348.0;"5+";2824.0
"UK Insurance";"South East";"City";"Miss C Basnett";10.0;254.0;"4";2971.0
"UK Insurance";"South East";"City";"Mr B Harris";10.0;333.0;"3";2973.0
"UK Insurance";"South East";"City";"Mr F Mather";10.0;1.0;"4";2975.0
"UK Insurance";"South East";"City";"Mr F Mather";10.0;1.0;"4";2976.0
"UK Insurance";"South East";"City";"Mr G Roddick";10.0;84.0;"5+";2978.0
"UK Insurance";"South East";"City";"Mr J Howe";10.0;29.0;"5+";2980.0
"UK Insurance";"South East";"City";"Mr J Howe";10.0;29.0;"5+";2981.0
"UK Insurance";"South East";"City";"Mr L Lee";10.0;332.0;"5+";2983.0
"UK Insurance";"South East";"City";"Mr L Lee";10.0;332.0;"5+";2984.0
"UK Insurance";"South East";"City";"Mr N Opperman";10.0;143.0;"0";2986.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"2";2988.0
"UK Insurance";"South East";"City";"Mr N Stevens";10.0;285.0;"2";2989.0
"UK Insurance";"South East";"City";"Mr O Hewlett";10.0;5.0;"5+";2990.0
"UK Insurance";"South East";"City";"Mr O Hewlett";10.0;5.0;"5+";2991.0
"UK Insurance";"South East";"City";"Mr O Hewlett";10.0;5.0;"5+";2992.0
"UK Insurance";"South East";"City";"Mr R McCulley";10.0;168.0;"3";2995.0
"UK Insurance";"South East";"City";"Mrs E Jones";10.0;493.0;"5+";2997.0
"UK Insurance";"South East";"City";"Mrs E Jones";10.0;493.0;"5+";2998.0
"UK Insurance";"South East";"City";"Mrs E Jones";10.0;493.0;"5+";2999.0
"UK Insurance";"South East";"City";"Mrs J Garrett";10.0;89.0;"5+";3001.0
"UK Insurance";"South East";"City";"Mrs J Garrett";10.0;89.0;"5+";3002.0
"UK Insurance";"South East";"City";"Mrs J Garrett";10.0;89.0;"5+";3003.0
"UK Insurance";"South East";"City";"Mrs O Fitzpatrick";10.0;34.0;"5+";3004.0
"UK Insurance";"South East";"City";"Mrs O Fitzpatrick";10.0;34.0;"5+";3005.0
"UK Insurance";"South East";"Croydon";"Miss E Pimblett";7.0;113.0;"2";3007.0
"UK Insurance";"South East";"Croydon";"Miss E Pimblett";7.0;113.0;"2";3008.0
"UK Insurance";"South East";"Croydon";"Miss E Pimblett";7.0;113.0;"2";3009.0
"UK Insurance";"South East";"Croydon";"Miss L Darbyshire";7.0;185.0;"2";3010.0
"UK Insurance";"South East";"Croydon";"Miss L Darbyshire";7.0;185.0;"2";3011.0
"UK Insurance";"South East";"Croydon";"Miss L Darbyshire";7.0;185.0;"2";3012.0
"UK Insurance";"South East";"Croydon";"Miss L Darbyshire";7.0;185.0;"2";3013.0
"UK Insurance";"South East";"Croydon";"Mr D Carimando";7.0;494.0;"0";3014.0
"UK Insurance";"South East";"Croydon";"Mr D Felix";7.0;387.0;"3";3015.0
"UK Insurance";"South East";"Croydon";"Mr F Pope";7.0;128.0;"5+";3016.0
"UK Insurance";"South East";"Croydon";"Mr F Pope";7.0;128.0;"5+";3017.0
"UK Insurance";"South East";"Croydon";"Mr F Pope";7.0;128.0;"5+";3018.0
"UK Insurance";"South East";"Croydon";"Mr J Bell";7.0;100.0;"0";3020.0
"UK Insurance";"South East";"Croydon";"Mr Q White";7.0;368.0;"2";3021.0
"UK Insurance";"South East";"Croydon";"Mr R Garrett";7.0;367.0;"5+";3023.0
"UK Insurance";"South East";"Croydon";"Mr R Garrett";7.0;367.0;"5+";3024.0
"UK Insurance";"South East";"Croydon";"Mr R Garrett";7.0;367.0;"5+";3025.0
"UK Insurance";"South East";"Croydon";"Mr S Connolly";7.0;126.0;"3";3027.0
"UK Insurance";"South East";"Croydon";"Mr S Connolly";7.0;126.0;"3";3028.0
"UK Insurance";"South East";"Croydon";"Mrs H Sterland";7.0;161.0;"5+";3031.0
